TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-02-16 15:35:50,1771256150523,app.dramacagency.com/dashboard/sites/93eabe56-c2c1-4b6a-9ff5-8a739f50990c/live-chat/agents,POST,nxtPsiteId=93eabe56-c2c1-4b6a-9ff5-8a739f50990c,200,7mb7v-1771256150523-561b89573cb9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/dashboard/sites/[siteId]/live-chat/agents,app.dramacagency.com,dramac-r4s2cgc3h-drake-machikos-projects.vercel.app,dpl_6ENqeSkjCbSKAqfodTYcLhNqVXnu,896,iad1,301,2048,,prj_Q6UBw1PhO0juODWAhb2OrtnlJNWA,,,01KHKHFZ3N8ZQ3PZ6ZDPPFANEA,YPlYvAdm6loi,1
2026-02-16 15:35:50,1771256150523,app.dramacagency.com/dashboard/sites/93eabe56-c2c1-4b6a-9ff5-8a739f50990c/live-chat/agents,POST,nxtPsiteId=93eabe56-c2c1-4b6a-9ff5-8a739f50990c,200,7mb7v-1771256150523-561b89573cb9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,middleware,/_middleware,app.dramacagency.com,dramac-r4s2cgc3h-drake-machikos-projects.vercel.app,dpl_6ENqeSkjCbSKAqfodTYcLhNqVXnu,164,lhr1,270,2048,,prj_Q6UBw1PhO0juODWAhb2OrtnlJNWA,,,01KHKHFYQ59BW8BB51KFWZHNFA,z4EeqEBwezSG,1
2026-02-16 15:35:49,1771256149557,app.dramacagency.com/_next/static/chunks/b9de2fe99d33daf2.js,GET,,200,w6jcg-1771256149557-0098db30a3a8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,HIT,middleware,/_middleware,app.dramacagency.com,dramac-r4s2cgc3h-drake-machikos-projects.vercel.app,dpl_6ENqeSkjCbSKAqfodTYcLhNqVXnu,8,lhr1,282,2048,,prj_Q6UBw1PhO0juODWAhb2OrtnlJNWA,,,01KHKHFXMNNZMRHMYX29K6TB1Y,f6aJTTSo34oJ,1
2026-02-16 15:35:49,1771256149557,app.dramacagency.com/_next/static/chunks/b9de2fe99d33daf2.js,GET,,200,w6jcg-1771256149557-0098db30a3a8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,HIT,static,/_next/static/chunks/b9de2fe99d33daf2.js,app.dramacagency.com,dramac-r4s2cgc3h-drake-machikos-projects.vercel.app,dpl_6ENqeSkjCbSKAqfodTYcLhNqVXnu,186,cpt1,,,,prj_Q6UBw1PhO0juODWAhb2OrtnlJNWA,,,,,
2026-02-16 15:35:49,1771256149550,app.dramacagency.com/_next/static/chunks/f0d8560c96981f57.js,GET,,200,w6jcg-1771256149550-11248b71c30e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,HIT,middleware,/_middleware,app.dramacagency.com,dramac-r4s2cgc3h-drake-machikos-projects.vercel.app,dpl_6ENqeSkjCbSKAqfodTYcLhNqVXnu,7,lhr1,270,2048,,prj_Q6UBw1PhO0juODWAhb2OrtnlJNWA,,,01KHKHFXP5HHJYT2EE0Y3FD4M7,z4EeqEBwezSG,1
2026-02-16 15:35:49,1771256149550,app.dramacagency.com/_next/static/chunks/f0d8560c96981f57.js,GET,,200,w6jcg-1771256149550-11248b71c30e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,HIT,static,/_next/static/chunks/f0d8560c96981f57.js,app.dramacagency.com,dramac-r4s2cgc3h-drake-machikos-projects.vercel.app,dpl_6ENqeSkjCbSKAqfodTYcLhNqVXnu,252,cpt1,,,,prj_Q6UBw1PhO0juODWAhb2OrtnlJNWA,,,,,
2026-02-16 15:35:49,1771256149544,app.dramacagency.com/_next/static/chunks/abe1ef501673e3ee.js,GET,,200,lbqcr-1771256149544-8f5b975ff6d4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,HIT,middleware,/_middleware,app.dramacagency.com,dramac-r4s2cgc3h-drake-machikos-projects.vercel.app,dpl_6ENqeSkjCbSKAqfodTYcLhNqVXnu,11,lhr1,252,2048,,prj_Q6UBw1PhO0juODWAhb2OrtnlJNWA,,,01KHKHFXM6HG8PVEK6FMKS28MG,yfzAbQepdehP,1
2026-02-16 15:35:49,1771256149544,app.dramacagency.com/_next/static/chunks/abe1ef501673e3ee.js,GET,,200,lbqcr-1771256149544-8f5b975ff6d4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,HIT,static,/_next/static/chunks/abe1ef501673e3ee.js,app.dramacagency.com,dramac-r4s2cgc3h-drake-machikos-projects.vercel.app,dpl_6ENqeSkjCbSKAqfodTYcLhNqVXnu,194,cpt1,,,,prj_Q6UBw1PhO0juODWAhb2OrtnlJNWA,,,,,
2026-02-16 15:35:49,1771256149544,app.dramacagency.com/_next/static/chunks/00832543c1342ef7.js,GET,,200,8vjxb-1771256149544-19d5b8cf783a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,HIT,middleware,/_middleware,app.dramacagency.com,dramac-r4s2cgc3h-drake-machikos-projects.vercel.app,dpl_6ENqeSkjCbSKAqfodTYcLhNqVXnu,11,lhr1,281,2048,,prj_Q6UBw1PhO0juODWAhb2OrtnlJNWA,,,01KHKHFXM06K9EPDKPRN2A5ZT9,f6aJTTSo34oJ,1
2026-02-16 15:35:49,1771256149544,app.dramacagency.com/_next/static/chunks/00832543c1342ef7.js,GET,,200,8vjxb-1771256149544-19d5b8cf783a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,HIT,static,/_next/static/chunks/00832543c1342ef7.js,app.dramacagency.com,dramac-r4s2cgc3h-drake-machikos-projects.vercel.app,dpl_6ENqeSkjCbSKAqfodTYcLhNqVXnu,216,cpt1,,,,prj_Q6UBw1PhO0juODWAhb2OrtnlJNWA,,,,,
