TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-02-16 20:34:20,1771274060955,app.dramacagency.com/dashboard/sites/93eabe56-c2c1-4b6a-9ff5-8a739f50990c/live-chat/conversations,POST,nxtPsiteId=93eabe56-c2c1-4b6a-9ff5-8a739f50990c,200,bpfzp-1771274060955-abdd5c243a21,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,middleware,/_middleware,app.dramacagency.com,dramac-bd5i3ekmp-drake-machikos-projects.vercel.app,dpl_D28sw5dbtohqdNRiKta5A8h7B9t3,713,lhr1,281,2048,,prj_Q6UBw1PhO0juODWAhb2OrtnlJNWA,,,01KHM2JH7XGMK2A3W4BKMJ6CRH,UMb9idZhSBFb,1
2026-02-16 20:34:20,1771274060955,app.dramacagency.com/dashboard/sites/93eabe56-c2c1-4b6a-9ff5-8a739f50990c/live-chat/conversations,POST,nxtPsiteId=93eabe56-c2c1-4b6a-9ff5-8a739f50990c,200,bpfzp-1771274060955-abdd5c243a21,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/dashboard/sites/[siteId]/live-chat/conversations,app.dramacagency.com,dramac-bd5i3ekmp-drake-machikos-projects.vercel.app,dpl_D28sw5dbtohqdNRiKta5A8h7B9t3,660,iad1,351,2048,,prj_Q6UBw1PhO0juODWAhb2OrtnlJNWA,,,01KHM2JJ4G6TG3R727YSBXZ2ES,o5q4yAAyXncB,1
2026-02-16 20:33:54,1771274034956,app.dramacagency.com/dashboard/domains/success,POST,purchase_id=df7c62d1-4e0f-4d9a-944d-cb3a6ad788d0,200,kgmb2-1771274034956-89249c4cb60f,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/dashboard/domains/success,app.dramacagency.com,dramac-bd5i3ekmp-drake-machikos-projects.vercel.app,dpl_D28sw5dbtohqdNRiKta5A8h7B9t3,501,iad1,351,2048,,prj_Q6UBw1PhO0juODWAhb2OrtnlJNWA,,,01KHM2HR732CV0QMSD8N46WTY2,o5q4yAAyXncB,1
2026-02-16 20:33:54,1771274034956,app.dramacagency.com/dashboard/domains/success,POST,purchase_id=df7c62d1-4e0f-4d9a-944d-cb3a6ad788d0,200,kgmb2-1771274034956-89249c4cb60f,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,middleware,/_middleware,app.dramacagency.com,dramac-bd5i3ekmp-drake-machikos-projects.vercel.app,dpl_D28sw5dbtohqdNRiKta5A8h7B9t3,166,lhr1,280,2048,,prj_Q6UBw1PhO0juODWAhb2OrtnlJNWA,,,01KHM2HQVJADQPKH47ZFREXR6T,UMb9idZhSBFb,1
2026-02-16 20:33:20,1771274000955,app.dramacagency.com/dashboard/sites/93eabe56-c2c1-4b6a-9ff5-8a739f50990c/live-chat/conversations,POST,nxtPsiteId=93eabe56-c2c1-4b6a-9ff5-8a739f50990c,200,8shzb-1771274000955-c25c9774d551,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,middleware,/_middleware,app.dramacagency.com,dramac-bd5i3ekmp-drake-machikos-projects.vercel.app,dpl_D28sw5dbtohqdNRiKta5A8h7B9t3,128,lhr1,279,2048,,prj_Q6UBw1PhO0juODWAhb2OrtnlJNWA,,,01KHM2GPNBS3S6J6N8DX2RJ6K6,UMb9idZhSBFb,1
2026-02-16 20:33:20,1771274000955,app.dramacagency.com/dashboard/sites/93eabe56-c2c1-4b6a-9ff5-8a739f50990c/live-chat/conversations,POST,nxtPsiteId=93eabe56-c2c1-4b6a-9ff5-8a739f50990c,200,8shzb-1771274000955-c25c9774d551,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/dashboard/sites/[siteId]/live-chat/conversations,app.dramacagency.com,dramac-bd5i3ekmp-drake-machikos-projects.vercel.app,dpl_D28sw5dbtohqdNRiKta5A8h7B9t3,670,iad1,352,2048,,prj_Q6UBw1PhO0juODWAhb2OrtnlJNWA,,,01KHM2GPZNN06BQ28BR0WMJFF9,o5q4yAAyXncB,1
2026-02-16 20:32:58,1771273978868,app.dramacagency.com/dashboard/clients,GET,_rsc=oqfz4,200,czwsp-1771273978868-b2194766af2a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,middleware,/_middleware,app.dramacagency.com,dramac-bd5i3ekmp-drake-machikos-projects.vercel.app,dpl_D28sw5dbtohqdNRiKta5A8h7B9t3,170,lhr1,276,2048,,prj_Q6UBw1PhO0juODWAhb2OrtnlJNWA,,,01KHM2G0WDEJG067806YWM7QRD,UMb9idZhSBFb,2
2026-02-16 20:32:58,1771273978868,app.dramacagency.com/dashboard/clients,GET,_rsc=oqfz4,200,czwsp-1771273978868-b2194766af2a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/dashboard/clients.rsc,app.dramacagency.com,dramac-bd5i3ekmp-drake-machikos-projects.vercel.app,dpl_D28sw5dbtohqdNRiKta5A8h7B9t3,11,iad1,351,2048,,prj_Q6UBw1PhO0juODWAhb2OrtnlJNWA,,,01KHM2G1D6KR4FFN1QQM6BR4T8,o5q4yAAyXncB,1
2026-02-16 20:32:58,1771273978795,app.dramacagency.com/dashboard/sites,GET,_rsc=15s8n,200,ql2jf-1771273978795-1813098f7855,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,middleware,/_middleware,app.dramacagency.com,dramac-bd5i3ekmp-drake-machikos-projects.vercel.app,dpl_D28sw5dbtohqdNRiKta5A8h7B9t3,118,lhr1,276,2048,,prj_Q6UBw1PhO0juODWAhb2OrtnlJNWA,,,01KHM2G0WDEJG067806YWM7QRD,UMb9idZhSBFb,2
2026-02-16 20:32:58,1771273978795,app.dramacagency.com/dashboard/sites,GET,_rsc=15s8n,200,ql2jf-1771273978795-1813098f7855,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/dashboard/sites.rsc,app.dramacagency.com,dramac-bd5i3ekmp-drake-machikos-projects.vercel.app,dpl_D28sw5dbtohqdNRiKta5A8h7B9t3,12,iad1,351,2048,,prj_Q6UBw1PhO0juODWAhb2OrtnlJNWA,,,01KHM2G19D4ZYMDXACY1F1YTCN,o5q4yAAyXncB,1
